,Vaccination-Sentiment,user,text,user_description,location,country_code,long,latt,source,user_mentions,retweet_count
77,0,David Bloomberg ?,#Antivax social media bots are spreading pseudoscience - via @mentionmapp https://t.co/KCCYisR4Bs,"Father, skeptic, Survivor & reality TV guru/#RHAP podcaster/ex-RealityNewsOnline owner, engineer/manager, poker player, Illini/Cubs/Bears fan. Opinions my own.","Springfield, IL",,,,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","[{'screen_name': 'mentionmapp', 'name': 'Mentionmapp', 'id': 171551808, 'id_str': '171551808', 'indices': [61, 73]}]",0
78,0,Kelly Stout,"there has to be a controversy to cover ""both sides"" of a controversy https://t.co/43zbK4sc6x https://t.co/agIV38Tjt0",Features editor @jezebel. Please pitch and tip me stout@jezebel.com. Header by @jimcookeIII.,"New York, New York",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],3
79,0,Anne Oatley,"Thank God there were no such campaigners about when #vaccines for TB,polio,diphtheria were introduced #HPV #Gardasil https://t.co/6ba8e1oSIq",Fills the stage with flags.,London,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],3
80,0,Claudette Cherulnik,@ABC I remember movies and pools closing during polio outbreaks. Our small pox vaccines ended another scourge. You https://t.co/QYXw6F0R3D,"Florence Nightingale fangirl. Wife, mother, grandmother. Champion of truth, justice, and the American way.",,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","[{'screen_name': 'ABC', 'name': 'ABC News', 'id': 28785486, 'id_str': '28785486', 'indices': [0, 4]}]",1
81,0,Danny Gold,the scientist that started the vaccines cause autism hysteria is the subject of a new documentary: https://t.co/Jt4CUWyJZF,"for hire  producer, correspondent, writer. previous @AJPlus Stories @vicenews @wsjny. Crime, conflict, politics. dgold0101@gmail.com",Crown Heights,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],1
82,0,mark wheeler,Vaccines cause autism? Junk science. https://t.co/TzsovlCWLv,Former media relations rep at UCLA covering neurosciences. Often cranky. (Image courtesy of Jack Van Horn),Los Angeles,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
83,0,Ivory Coast Aid,These kids always play together and care for one another. We are keeping them healthy with vaccines &amp; healthcare! https://t.co/n6ToN2c0Ga,Founder and President of Ivory Coast Mothers and Children,Chicago,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
84,0,David Badash,"The debate is over. Stop keeping it alive. Vaccines are a necessity. Period. Parents cannot ""opt-out"" in a modern s https://t.co/oADv4FuNCQ","Founder and publisher of The New Civil Rights Movement, an award-winning news and opinion site focused on progressive politics and civil rights.","Provincetown, MA",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],3
85,0,Cearon O'Flynn,"Yes and the Earth is flat, the government are using chemtrails to control our minds and vaccines cause autism https://t.co/Ci2TavFaP2","From Kent, UK ?? Football ?? - #COYS Cycling ?? Food ? I have a fiancée & 3 kids ?Xbox live: TrueCearon ??https://t.co/cJN5gUHiv5.",Kent,GB,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
86,0,Neha Nigam,Vaccines are available in #gastroenterology clinics too. Easy enough to remind our #patients. #flushot #fluseason https://t.co/m6coUMRak1,Gastroenterology Fellow @UChicagoMed,"Chicago, IL",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
87,0,Kathryn McGrath,"Vaccines save up to 3 mill every year help @sabinvaccine share the #vaccinelove with Hug Me, Im Vaccinated shirts https://t.co/V2yUe7abCu","Global health, vaccines, climate & the environment. Communications for @sabinvaccine -- my preferred environment is water.",DC,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'sabinvaccine', 'name': 'Sabin Vaccine Inst.', 'id': 106517342, 'id_str': '106517342', 'indices': [43, 56]}]",0
88,0,brandan zielinski,your soldiers fight for oil and your president thinks vaccines cause autism but okay. https://t.co/cVutNoysGB,goddamn kids have grown up to let down,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
89,0,Greenwich Hospital,"We know the importance of vaccines for kids, but how much do you know about the vaccines you need as an adult? https://t.co/q5Q2ZrRMBu",Greenwich Hospital is a 206-bed community hospital affiliated with the Yale New Haven Health System.,"Greenwich, CT",,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",[],0
90,0,Adeola Olaitan,#HPV #vaccines protect against #cervicalcancer https://t.co/lNF2pUTkwT,"gynaecologist and cancer surgeon
aspiring pilot","London, England",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
91,0,Rhona Applebaum,"What a coincidence-Just got my flu shot!
Vaccines??safe/effective/save lives
Flu Vax Recos
https://t.co/SM6LusdScj https://t.co/hdNliML8ed",Hail 'rewirement'! Mom-wife-scientist-Badger-voter-vaxxer Advocate??fd safety-health-STEM CivilDiscourse Ex Food & Assn Exec #PrinciplesMatter as does #Truth,"Atlanta, GA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
92,0,Emily Robinson,"Yay for vaccines! Good 4 u not having 2 worry about Watson contracting an unnecessary disease/ infection. Love, a p https://t.co/ekGyb93opi","Happiness is a way of life, not a destination. Aspire to Greatness ? #RN","Chattanooga, Tennessee",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
93,0,MIguel Angel,#vaccines ????? https://t.co/Xgn8QTep16,"Hay mucho espacio en lo pequeño, Richard Feynman.",España,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],1
94,0,Priyabrata Pattnaik,Vaccines save lives! https://t.co/b6BNS3HJuP,Head of Biologics Operations- Asia Pacific at Merck (The life science business of Merck KGaA),Singapore,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
95,0,Dr Robert O'Connor,Useful article for debunking the ever-present false claims of aluminium toxicity from vaccines. https://t.co/eJLqfXnsvA,"Head of Research, Irish Cancer Society. Science & tech geek. Most likely 2 B found underwater/ outdoors when not here. Personal account, comments are all mine!","Dublin City, Ireland",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],4
96,0,Healthy Living News,"Vaccines Save 20 million Lives, $350 Billion in Poor Countries Since 200 https://t.co/hsYIsCHCrM",Health & Happiness. Health Research News.,,,,,"<a href=""http://www.carfanboys.com"" rel=""nofollow"">carappforcar</a>",[],0
97,0,Medical News,"Vaccines Save 20 million Lives, $350 Billion in Poor Countries Since 200 https://t.co/vbzg4HgrUg",Health & Medical Updates. Follow us for latest healthcare news.,,,,,"<a href=""http://www.carfanboys.com"" rel=""nofollow"">carappforcar</a>",[],0
98,0,PedroStephano,#QuiTueQue Quiz Tuesday Question - how do vaccines cause autism? https://t.co/aaTMcljHFp,Health agent. NHS agent. Cardiology agent. Road safety agent. Infosec agent. Aussie agent. Reagent.,"51.644873, -0.367578",,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",[],1
99,0,ChemicalSafetyFacts,Vaccines work thanks to innovations in #biotechnology and #chemistry https://t.co/d87vcDblvm,Health and safety information about the chemistry in the products we rely on every day. Developed by the American Chemistry Council,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
100,0,Veterans Health,You dont outgrow vaccines! Men and women 60+ should #GetVaccinated for #shingles. https://t.co/SXTFr2VTnU https://t.co/QPU2XotGck,"Health benefits information from the Veterans Health Administration, US Department of Veterans Affairs. Our Twitter Policy: http://t.co/uhX4zWheBP","Washington, D.C.",,,,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",[],3
101,0,Paul Cullen,Why write up the bishop's view on vaccines? Because it confirmed suspicions that much opposition due to religion ra https://t.co/is4TTX6w47,Health Correspondent of The Irish Times.,"Dublin, Ireland",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],15
102,0,Pregnancy Health,"Vaccines Save 20 million Lives, $350 Billion in Poor Countries Since 200 https://t.co/iwRgE3C9VG",Health News about pregnancy.,,,,,"<a href=""http://www.carfanboys.com"" rel=""nofollow"">carappforcar</a>",[],0
103,0,Disease Alerts,"Vaccines Save 20 million Lives, $350 Billion in Poor Countries Since 200 https://t.co/2uQNIi6nk3","Health news and updates on diseases. Stay Healthy, Stay Fit.",,,,,"<a href=""http://www.carfanboys.com"" rel=""nofollow"">carappforcar</a>",[],0
104,0,Lorain County Health,"Vaccines keep you, your family, and your community healthy - get the vaccines you need Mon-Fri, 8:30-3:30. More inf https://t.co/HBwXyY04qU","Health tips, updates, and alerts from the Lorain County General Health District.","Lorain County, Ohio",,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",[],2
105,0,HealthTalk Info,"Vaccines not linked with autism, study finds https://t.co/gnit00EcPU",Healthcare blogging from a patients point of view.  Majoring in #autism #multiplesclerosis #diabetes #fibro  Check out http://t.co/lN6RYcdoat  #PatientAdvocate,UK but cover everywhere,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
106,0,vaporwave apologist,"""i can't say vaccines don't cause autism"" THE GUY WHO SAID VACCINES CAUSE AUTISM HAD HIS MEDICAL LICENSE REVOKED S T O P",hello 911 im being cyberbullied ? 23 | she/they | ?? | isxj | chaotic good ? nsfw & vent tweets available via dm [ icon by @Arleedraw! ],straya,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
107,0,james ohman,Time for your #vaccines #healthandsafety #business https://t.co/SbKRnv8Va7,"HEROES, there are so few. Without heroes we are all ordinary people and don't know how far we can go THE NATURAL, Malamed",InMyFamly'sLovingEmbracenU?,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
108,0,UdnSpeak4me,Yes to Vaccines  https://t.co/tfEzt68TOj,history lover ex teacher/nomad/ Honor Vets. 3 generations served now ready to defend our country again #TheResistance,"Ca, Co, NY, Fl, Ak, USA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
109,0,ash ?,what do ppl not get abt vaccines not being just for you??? but for everyone else who can not get vaccines,hl ? amber ? suho ? irene                                                    they ? queer ? '90 ? nsfw,rabbit hole,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
110,0,Helen McCormack,The controversy of vaccines...speech here by Mr. Bill Gates of the philanthropic gates foundation. https://t.co/NXDH09jZuy,"HMC Marketing Consultancy.... committed to Lyme, Neuro, Sales, Science & Medicine. Love my work and clients.

Highly skilled Commercial Consultant.","Europe, USA & Canada",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
111,0,Mark Chataway,"""Horror flu season"" may come from southern hemisphere to north but more good news on new flu vaccines #vaccineswork https://t.co/aTUO9F2hsa","How to measure and change what people think about politics, health, development. Most of our clients disagree with me most of the time. #cymro",Wales,GB,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],14
112,0,"JustTryMe, Ph.D.","Utter Obliteration of an #antivax publication

https://t.co/npA2IeOMUb

#steemit #science","https://t.co/1zkvQLhCna, post primarily about science. Show science some love.","Bittrex, BitFinex",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
113,0,AmRank Real Estate,#social SocialBots are Pouring the Pseudo into Science. #Vaccines (Part I) https://t.co/HcdzPwIrwo,https://t.co/5WnyCdUV38,,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",[],0
114,0,Sagan and Loki,"#Children's author ? #RoaldDahl lost his daughter ? to measles. ?
#vaccines #vaccination #science #health https://t.co/qo0RnFdLOp","https://t.co/Jw12gp1odK 6YO & his cat make funny videos for #kids about #STEM, #books, #Lego, & weird #food. AND we make #metime for parents! Replies Sat & Sun!",Land of Make Believe,,,,"<a href=""http://postplanner.com"" rel=""nofollow"">Post Planner Inc.</a>",[],0
115,0,Terri Hemker,Vaccines: Breaking down and debunking 10 myths https://t.co/hMCms5qYmT via @usatoday,"I am a Political Animal and an  Independent. I'm a proud ally for LGBTQ rights. I love horses, history, languages, music. I'm spiritual but not religious.",Michigan,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'USATODAY', 'name': 'USA TODAY', 'id': 15754281, 'id_str': '15754281', 'indices': [75, 84]}]",0
116,0,Kimberley Bennett,The UK has eliminated measles. Vaccines work. https://t.co/0aM1UcOFWA,I am a scientist who works on understanding how animals cope with extremes in their environment. Comparative physiology; seals; energy balance; stress.,"Scotland, United Kingdom",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
117,0,Malinee Pompinit,There is no evidence that flu vaccines cause miscarriages https://t.co/v0IPgDJGtz,I am an eBay retailer and Fiverr seller with marketing and sales skills. #TeamFollowBack #TFBJP #MGWV #RT #RETWEET #FOLLOW #followback #followme,"Bangkok, Thailand",,,,"<a href=""https://prescient.info/"" rel=""nofollow"">Prescie?t Info</a>",[],0
118,0,lauren,@_bethck_ I told her people need vaccines to be healthy and she was like all they would get is the measles or some https://t.co/x2iVshOSoq,"I didnt come here to make friends, I came here to be Americas next top model",The Deep Dell,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': '_bethck_', 'name': 'pumpkin spice whore', 'id': 2217134754, 'id_str': '2217134754', 'indices': [0, 9]}]",0
119,0,Deb Kuehl,Vaccines save lives https://t.co/SIt2aESb7B,"I didn't vote. Thought HC would win, No way dt. I'm complicit in this chaos. Some say I have no right to complain, HA! I will now be one of the loudest #Resist","Sonoma County, CA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
120,0,Meryl Bonderow,"@activistmommy1 Well, I think vaccines save lives, sooo. https://t.co/ZoZOxXmv98",I do photography when not mourning over the state of our country. Or at the same time.,"Philadelphia, PA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'activistmommy1', 'name': 'The Activist Mommy', 'id': 821098645793734661, 'id_str': '821098645793734661', 'indices': [0, 15]}]",0
121,0,Rachel Tanner,"When people say BS like, ""I heard of someone who had complications from a vaccine. Vaccines! Are! Bad!"" I always wanna be like:",I have a nervous system disorder & 2 cats. I like pickles way too much. I'll probably rewrite this bio tomorrow.,"Huntsville, AL",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
122,0,Straight up Trash,Vaccines don't cause autism Jesus Christ,I like High School Musical and Wonder Woman,East High,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
